title,tags,creation_date,username,up_votes,link,p_lang
Why is matrix multiplication faster with numpy than with ctypes in Python?,python c benchmarking matrix-multiplication,5/3/12 23:36,Charles Menguy,41,https://stackoverflow.com/questions/10442365/why-is-matrix-multiplication-faster-with-numpy-than-with-ctypes-in-python,c
"Difference between static, auto, global and local variable in the context of c and c++",c++ c variables,11/16/12 6:05,user1779646,40,https://stackoverflow.com/questions/13415321/difference-between-static-auto-global-and-local-variable-in-the-context-of-c-a,c
Is it possible to call a C function from C#.Net,c c#-4.0 interop,7/10/12 23:41,Chinjoo,40,https://stackoverflow.com/questions/11425202/is-it-possible-to-call-a-c-function-from-c-net,c
Function pointers and address of a function,c function pointers function-pointers,3/4/12 0:44,GradGuy,40,https://stackoverflow.com/questions/9552663/function-pointers-and-address-of-a-function,c
Does standard c library provides linked list etc. data structures?,c gcc data-structures glibc,12/22/12 4:27,rsjethani,40,https://stackoverflow.com/questions/14001652/does-standard-c-library-provides-linked-list-etc-data-structures,c
The difference between stdout and STDOUT_FILENO in LINUX C,c linux stdout,10/15/12 15:26,Bing Lu,40,https://stackoverflow.com/questions/12902627/the-difference-between-stdout-and-stdout-fileno-in-linux-c,c
how to print __uint128_t number using gcc?,c gcc,7/25/12 14:28,jfs,40,https://stackoverflow.com/questions/11656241/how-to-print-uint128-t-number-using-gcc,c
Using pointers to remove item from singly-linked list,c pointers linked-list,10/16/12 8:38,codebox,40,https://stackoverflow.com/questions/12914917/using-pointers-to-remove-item-from-singly-linked-list,c
What is the maximum number of characters for a host-name in Unix?,c unix max hostname,1/4/12 5:00,CompilingCyborg,39,https://stackoverflow.com/questions/8724954/what-is-the-maximum-number-of-characters-for-a-host-name-in-unix,c
How can I check if a directory exists?,c linux directory,9/20/12 6:36,user1543915,39,https://stackoverflow.com/questions/12510874/how-can-i-check-if-a-directory-exists,c
"What does this GCC error ""... relocation truncated to fit..."" mean?",c eclipse memory-management gcc embedded,5/7/12 13:08,ysap,39,https://stackoverflow.com/questions/10486116/what-does-this-gcc-error-relocation-truncated-to-fit-mean,c
What happens in OS when we dereference a NULL pointer in C?,c pointers null operating-system,9/28/12 14:45,h4ck3d,39,https://stackoverflow.com/questions/12645647/what-happens-in-os-when-we-dereference-a-null-pointer-in-c,c
"How to get the length of an array in C? Is ""sizeof"" a solution?",c,2/23/12 7:26,alishaik786,39,https://stackoverflow.com/questions/9413046/how-to-get-the-length-of-an-array-in-c-is-sizeof-a-solution,c
how does malloc understand alignment?,c++ c memory-alignment,1/5/12 21:05,Chang,39,https://stackoverflow.com/questions/8752546/how-does-malloc-understand-alignment,c
Why are string literals l-value while all other literals are r-value?,c++ c literals string-literals,4/3/12 23:23,Alok Save,39,https://stackoverflow.com/questions/10004511/why-are-string-literals-l-value-while-all-other-literals-are-r-value,c
Matlab Coder vs hand coding?,c++ c matlab matlab-deployment,6/7/12 18:21,s5s,39,https://stackoverflow.com/questions/10940669/matlab-coder-vs-hand-coding,c
What is the purpose of a zero length array in a struct?,c linux,7/31/12 1:54,Derui Si,39,https://stackoverflow.com/questions/11733981/what-is-the-purpose-of-a-zero-length-array-in-a-struct,c
C code loop performance,c performance intel instructions assembly,4/3/12 7:09,Ricky,39,https://stackoverflow.com/questions/9992054/c-code-loop-performance,c
Helgrind (Valgrind) and OpenMP (C): avoiding false positives?,c openmp valgrind race-condition false-positive,5/17/12 15:05,Amittai Aviram,39,https://stackoverflow.com/questions/10641972/helgrind-valgrind-and-openmp-c-avoiding-false-positives,c
Passing struct to function,c function struct,4/29/12 1:52,Daniel Del Core,38,https://stackoverflow.com/questions/10370047/passing-struct-to-function,c
Why Use Asprintf?,c printf gnu asprintf,10/5/12 9:05,Brandon Ling,38,https://stackoverflow.com/questions/12746885/why-use-asprintf,c
Define functions in structs,c,3/26/12 7:17,prehistoricpenguin,38,https://stackoverflow.com/questions/9871119/define-functions-in-structs,c
Understanding the difference between f() and f(void) in C and C++ once and for all,c++ c function void,11/10/12 0:16,user500944,38,https://stackoverflow.com/questions/13319492/understanding-the-difference-between-f-and-fvoid-in-c-and-c-once-and-for-a,c
"Why memory functions such as memset, memchr... are in string.h, but not in stdlib.h with another mem functions?",c function memory header,3/20/12 2:13,user1131997,38,https://stackoverflow.com/questions/9782126/why-memory-functions-such-as-memset-memchr-are-in-string-h-but-not-in-stdli,c
CMake unable to determine linker language with C++,c++ c cmake,8/3/12 14:19,Chris Covert,37,https://stackoverflow.com/questions/11801186/cmake-unable-to-determine-linker-language-with-c,c
xxxxxx.exe is not a valid Win32 application,c++ c windows visual-studio-2012,7/3/12 2:35,user525717,37,https://stackoverflow.com/questions/11305633/xxxxxx-exe-is-not-a-valid-win32-application,c
How to check if a given file descriptor stored in a variable is still valid?,c linux gcc file-descriptor,9/9/12 12:15,Lunar Mushrooms,37,https://stackoverflow.com/questions/12340695/how-to-check-if-a-given-file-descriptor-stored-in-a-variable-is-still-valid,c
Reasons to use (or not) stdint,c char stdint,3/23/12 1:56,Sassa,37,https://stackoverflow.com/questions/9834747/reasons-to-use-or-not-stdint,c
How to compile C into an executable binary file and run it in Android from Android Shell?,android c android-ndk,3/26/12 3:39,user1089679,37,https://stackoverflow.com/questions/9868309/how-to-compile-c-into-an-executable-binary-file-and-run-it-in-android-from-andro,c
How to use gdb with LD_PRELOAD,c linux gcc gdb x86-64,5/4/12 7:47,MetallicPriest,37,https://stackoverflow.com/questions/10448254/how-to-use-gdb-with-ld-preload,c
How to configure CDB in Qt Creator?,c++ c qt qt-creator,4/2/12 7:56,Martin,37,https://stackoverflow.com/questions/9975949/how-to-configure-cdb-in-qt-creator,c
EXIT_FAILURE vs exit(1)?,c exit,12/2/12 2:39,Aerovistae,37,https://stackoverflow.com/questions/13667364/exit-failure-vs-exit1,c
Printf long long int in C with GCC?,c gcc printf c99,11/27/12 13:31,user963241,37,https://stackoverflow.com/questions/13590735/printf-long-long-int-in-c-with-gcc,c
Can a compiler automatically detect pure functions without the type information about purity?,c gcc haskell compiler-construction d,1/6/12 11:23,Christian Zeller,37,https://stackoverflow.com/questions/8760956/can-a-compiler-automatically-detect-pure-functions-without-the-type-information,c
Sizeof vs Strlen,c sizeof strlen,3/30/12 0:52,beparas,37,https://stackoverflow.com/questions/9937181/sizeof-vs-strlen,c
"Unix socket, SOCK_SEQPACKET vs SOCK_DGRAM",c unix,4/11/12 6:22,user1255770,37,https://stackoverflow.com/questions/10104082/unix-socket-sock-seqpacket-vs-sock-dgram,c
What is the difference between intXX_t and int_fastXX_t?,c optimization types integer c99,2/11/12 5:42,Coren,37,https://stackoverflow.com/questions/9239558/what-is-the-difference-between-intxx-t-and-int-fastxx-t,c
Reverse an array without using iteration,c algorithm,7/4/12 0:42,Michael J. Gray,36,https://stackoverflow.com/questions/11322514/reverse-an-array-without-using-iteration,c
Can we have recursive macros?,c++ c macros c-preprocessor,9/16/12 10:11,user1367292,36,https://stackoverflow.com/questions/12447557/can-we-have-recursive-macros,c
"How to get ""printf"" messages written in NDK application?",android c android-ndk jni logging,4/23/12 0:47,Jeegar Patel,36,https://stackoverflow.com/questions/10274920/how-to-get-printf-messages-written-in-ndk-application,c
Implicit function declarations in C,c,2/7/12 14:43,Bazooka,36,https://stackoverflow.com/questions/9182763/implicit-function-declarations-in-c,c
How to specify 64 bit integers in c,c 64bit sizeof,3/7/12 12:38,user1245262,36,https://stackoverflow.com/questions/9606455/how-to-specify-64-bit-integers-in-c,c
What's the use of multiple asterisks in the function call?,c++ c function-pointers dereference function-call,8/30/12 3:57,Quentin,36,https://stackoverflow.com/questions/12192368/whats-the-use-of-multiple-asterisks-in-the-function-call,c
Memset Definition and use,c++ c function,11/10/12 18:36,Brandon Ling,36,https://stackoverflow.com/questions/13327155/memset-definition-and-use,c
Why does cudaMalloc() use pointer to pointer?,c++ c pointers cuda,10/17/12 10:46,rhyc,36,https://stackoverflow.com/questions/12936986/why-does-cudamalloc-use-pointer-to-pointer,c
Get the compiler options from a compiled executable?,c++ c linux,8/24/12 11:27,Mosby,36,https://stackoverflow.com/questions/12112338/get-the-compiler-options-from-a-compiled-executable,c
C conditional operator ('?') with empty second parameter,c operators conditional ternary-operator,4/13/12 10:51,Locksleyu,36,https://stackoverflow.com/questions/10143125/c-conditional-operator-with-empty-second-parameter,c
Will a `char` always-always-always have 8 bits?,c memory,3/15/12 16:15,lindelof,36,https://stackoverflow.com/questions/9727465/will-a-char-always-always-always-have-8-bits,c
How to create a C compiler for custom CPU?,c compiler-construction customization,1/1/12 18:12,JustJeff,36,https://stackoverflow.com/questions/8696229/how-to-create-a-c-compiler-for-custom-cpu,c
Should I return 0 or 1 for successful function?,c boolean,3/3/12 14:55,ziq,36,https://stackoverflow.com/questions/9549342/should-i-return-0-or-1-for-successful-function,c
Secure this invaluable documentation on using C/C++ with GSSAPI and SASL,c++ c kerberos sasl gssapi,5/3/12 8:30,mdk,36,https://stackoverflow.com/questions/10431416/secure-this-invaluable-documentation-on-using-c-c-with-gssapi-and-sasl,c
Going through a text file line by line in C,c getline scanf,2/9/12 0:57,Dan Bradbury,35,https://stackoverflow.com/questions/9206091/going-through-a-text-file-line-by-line-in-c,c
How can I find the header files of the C programming language in Linux?,c linux gcc header-files,10/25/12 21:34,Yishu Fang,35,https://stackoverflow.com/questions/13079650/how-can-i-find-the-header-files-of-the-c-programming-language-in-linux,c
C - freeing structs,c struct malloc,11/27/12 13:36,user10099,35,https://stackoverflow.com/questions/13590812/c-freeing-structs,c
Null termination of char array,c null char,8/18/12 11:49,g4ur4v,35,https://stackoverflow.com/questions/12019947/null-termination-of-char-array,c
"How to read, understand, analyze and debug a Linux kernel panic?",c linux debugging linux-kernel panic,11/20/12 2:17,0x90,35,https://stackoverflow.com/questions/13468286/how-to-read-understand-analyze-and-debug-a-linux-kernel-panic,c
What is the maximum size of an array in C?,c arrays,2/21/12 18:31,Nyxm,35,https://stackoverflow.com/questions/9386979/what-is-the-maximum-size-of-an-array-in-c,c
Which is the best way to get input from user in C?,c user-input,2/14/12 9:03,user1115057,35,https://stackoverflow.com/questions/9278226/which-is-the-best-way-to-get-input-from-user-in-c,c
Create a file if one doesn't exist - C,c fopen fclose freopen,3/23/12 10:09,karoma,35,https://stackoverflow.com/questions/9840629/create-a-file-if-one-doesnt-exist-c,c
Ignoring return values in C,c coding-style return-value lint,8/9/12 13:15,stdcall,34,https://stackoverflow.com/questions/11888594/ignoring-return-values-in-c,c
What is the behavior of printing NULL with printf's %s specifier?,c linux language-lawyer compiler-bug,7/21/12 0:02,Deepanjan Mazumdar,34,https://stackoverflow.com/questions/11589342/what-is-the-behavior-of-printing-null-with-printfs-s-specifier,c
Check if process exists given its pid,c linux pid,2/5/12 16:00,Simone,34,https://stackoverflow.com/questions/9152979/check-if-process-exists-given-its-pid,c
Linking against older symbol version in a .so file,c linux gcc linker ld,1/11/12 11:54,PlasmaHH,34,https://stackoverflow.com/questions/8823267/linking-against-older-symbol-version-in-a-so-file,c
How to print uint32_t and uint16_t variables value?,c gcc,8/25/12 4:28,xrcwrn,34,https://stackoverflow.com/questions/12120426/how-to-print-uint32-t-and-uint16-t-variables-value,c
Should I set errno?,c errno,3/24/12 20:08,Dacav,34,https://stackoverflow.com/questions/9856822/should-i-set-errno,c
When and why to use malloc?,c malloc dynamic-memory-allocation,1/10/12 3:40,pr1m3x,34,https://stackoverflow.com/questions/8800482/when-and-why-to-use-malloc,c
When to use C float comparison functions?,c++ c c++11,8/6/12 6:15,BЈовић,34,https://stackoverflow.com/questions/11826314/when-to-use-c-float-comparison-functions,c
Are the results of bitwise operations on signed integers defined?,c++ c bitwise-operators,7/25/12 3:05,updogliu,34,https://stackoverflow.com/questions/11644362/are-the-results-of-bitwise-operations-on-signed-integers-defined,c
How to find the size of the L1 cache line size with IO timing measurements?,c++ c performance caching cpu-architecture,10/1/12 10:19,Jiew Meng,34,https://stackoverflow.com/questions/12675092/how-to-find-the-size-of-the-l1-cache-line-size-with-io-timing-measurements,c
Simple ways to disable parts of code,c++ c,7/30/12 13:39,kolenda,33,https://stackoverflow.com/questions/11726665/simple-ways-to-disable-parts-of-code,c
"Eclipse C++ : ""Program ""g++"" not found in PATH""",c++ c eclipse g++,7/28/12 14:00,Lijo,33,https://stackoverflow.com/questions/11703432/eclipse-c-program-g-not-found-in-path,c
How to use pointer expressions to access elements of a two-dimensional array in C?,c pointers multidimensional-array,11/25/12 13:49,Tudor Ciotlos,33,https://stackoverflow.com/questions/13554244/how-to-use-pointer-expressions-to-access-elements-of-a-two-dimensional-array-in,c
"What is the difference between memcmp, strcmp and strncmp in C?",c string c-strings,10/26/12 18:57,und3rd06012,33,https://stackoverflow.com/questions/13095513/what-is-the-difference-between-memcmp-strcmp-and-strncmp-in-c,c
Compile C files in C++ project which do not use precompiled header?,c++ c visual-c++ compiler-errors precompiled-headers,12/14/12 12:41,user1182183,33,https://stackoverflow.com/questions/13883686/compile-c-files-in-c-project-which-do-not-use-precompiled-header,c
Time in milliseconds,c time clock,4/17/12 10:11,user980411,33,https://stackoverflow.com/questions/10192903/time-in-milliseconds,c
How clear gdb command screen?,c++ c gcc gdb binutils,10/17/12 11:41,JohnTortugo,33,https://stackoverflow.com/questions/12938067/how-clear-gdb-command-screen,c
c - warning: implicit declaration of function ‘printf’,c,12/28/12 6:59,Tom,33,https://stackoverflow.com/questions/14069226/c-warning-implicit-declaration-of-function-printf,c
What is the difference between static const and const?,c static constants,11/1/12 17:28,Lior,33,https://stackoverflow.com/questions/13185751/what-is-the-difference-between-static-const-and-const,c
typeof operator in C,c gcc typeof,8/22/12 17:12,Doug,33,https://stackoverflow.com/questions/12081502/typeof-operator-in-c,c
What are anonymous structs and unions useful for in C11?,c struct c11,1/19/12 15:20,griotspeak,33,https://stackoverflow.com/questions/8932707/what-are-anonymous-structs-and-unions-useful-for-in-c11,c
Extern functions in C vs C++,c++ c,7/29/12 16:34,Cartesius00,33,https://stackoverflow.com/questions/11712707/extern-functions-in-c-vs-c,c
How is the result struct of localtime allocated in C?,c function pointers struct,1/1/12 12:18,Akash,33,https://stackoverflow.com/questions/8694365/how-is-the-result-struct-of-localtime-allocated-in-c,c
Are char * argv[] arguments in main null terminated?,c argv null-terminated,6/13/12 13:25,LeviX,33,https://stackoverflow.com/questions/11020172/are-char-argv-arguments-in-main-null-terminated,c
How do I gracefully exit an X11 event loop?,c linux x11 xlib,5/28/12 22:12,TheBuzzSaw,33,https://stackoverflow.com/questions/10792361/how-do-i-gracefully-exit-an-x11-event-loop,c
Use printf to format floats without decimal places if only trailing 0s,c printf,3/8/12 22:46,epignosisx,33,https://stackoverflow.com/questions/9628645/use-printf-to-format-floats-without-decimal-places-if-only-trailing-0s,c
Is there a REPL for C programming?,c read-eval-print-loop,5/26/12 10:02,Surya,33,https://stackoverflow.com/questions/10766900/is-there-a-repl-for-c-programming,c
atoi — how to identify the difference between zero and error?,c,1/15/12 12:25,Nahum,33,https://stackoverflow.com/questions/8871711/atoi-how-to-identify-the-difference-between-zero-and-error,c
"good explanation of __read_mostly, __init, __exit macros",c gcc linux-kernel,7/16/12 9:44,Aftnix,33,https://stackoverflow.com/questions/11505681/good-explanation-of-read-mostly-init-exit-macros,c
Why can two different enum enumeration-constants have the same integer value?,c enums,7/10/12 7:37,Xu Hong,32,https://stackoverflow.com/questions/11412516/why-can-two-different-enum-enumeration-constants-have-the-same-integer-value,c
How do I get the unix timestamp in C as an int?,c unix timestamp epoch,8/1/12 14:26,Tim,32,https://stackoverflow.com/questions/11765301/how-do-i-get-the-unix-timestamp-in-c-as-an-int,c
Why are hashCode() and getClass() native methods?,java c++ c methods hashcode,5/14/12 3:01,user1391940,32,https://stackoverflow.com/questions/10578764/why-are-hashcode-and-getclass-native-methods,c
Bus error: 10 error,c,1/3/12 13:09,summerc,32,https://stackoverflow.com/questions/8716714/bus-error-10-error,c
"parameter name omitted, C++ vs C",c++ c compilation,1/8/12 5:33,Alcott,32,https://stackoverflow.com/questions/8776810/parameter-name-omitted-c-vs-c,c
C - split string into an array of strings,c c-strings,6/25/12 19:00,Jordan,32,https://stackoverflow.com/questions/11198604/c-split-string-into-an-array-of-strings,c
how to assign multiple values into a struct at once?,c++ c struct,2/13/12 18:50,jim,32,https://stackoverflow.com/questions/9269825/how-to-assign-multiple-values-into-a-struct-at-once,c
Should I use long long or int64_t for portable code?,c++ c types int64 long-long,9/17/12 19:06,Alex Reynolds,32,https://stackoverflow.com/questions/12468281/should-i-use-long-long-or-int64-t-for-portable-code,c
The initialization of static variables in C,c static struct initialization,11/6/12 7:29,user707549,32,https://stackoverflow.com/questions/13251083/the-initialization-of-static-variables-in-c,c
Which C99 features are available in the MS Visual Studio compiler?,c visual-studio compiler-construction c99,3/7/12 18:27,Timothy Jones,32,https://stackoverflow.com/questions/9610747/which-c99-features-are-available-in-the-ms-visual-studio-compiler,c
GCC: vectorization difference between two similar loops,c gcc loops compiler-optimization vectorization,8/23/12 12:55,laslowh,32,https://stackoverflow.com/questions/12096599/gcc-vectorization-difference-between-two-similar-loops,c
"What's meaning of ""EXPORT_SYMBOL"" in Linux kernel code?",c linux linux-kernel,3/23/12 5:08,Jeegar Patel,32,https://stackoverflow.com/questions/9836467/whats-meaning-of-export-symbol-in-linux-kernel-code,c
Are there any non-twos-complement implementations of C?,c language-lawyer iso negative-number representation,9/5/12 3:58,paxdiablo,32,https://stackoverflow.com/questions/12276957/are-there-any-non-twos-complement-implementations-of-c,c
Cross compiling static C hello world for Android using arm-linux-gnueabi-gcc,android c android-ndk arm cross-compiling,2/17/12 3:02,corbin,32,https://stackoverflow.com/questions/9324772/cross-compiling-static-c-hello-world-for-android-using-arm-linux-gnueabi-gcc,c
C syntax for functions returning function pointers,c function-pointers,5/25/12 13:23,keveman,31,https://stackoverflow.com/questions/10758811/c-syntax-for-functions-returning-function-pointers,c
initializing an array of ints,c arrays initialization,11/20/12 11:09,Mike,31,https://stackoverflow.com/questions/13477281/initializing-an-array-of-ints,c
"What are the major differences between Objective-C, C, and C++?",c++ objective-c c,10/31/12 3:26,ericsoco,31,https://stackoverflow.com/questions/13153140/what-are-the-major-differences-between-objective-c-c-and-c,c
What's the reason for letting the semantics of a=a++ be undefined?,c undefined-behavior language-lawyer,3/30/12 9:12,Arnab Datta,31,https://stackoverflow.com/questions/9943697/whats-the-reason-for-letting-the-semantics-of-a-a-be-undefined,c
Printing leading zeroes for hexadecimal in C,c linux formatting,8/21/12 16:55,Gregory-Turtle,31,https://stackoverflow.com/questions/12062916/printing-leading-zeroes-for-hexadecimal-in-c,c
"Why do I get a ""conflicting types for getline"" error when compiling the longest line example in chapter 1 of K&R2?",c linux kernighan-and-ritchie,1/6/12 14:07,Salar,31,https://stackoverflow.com/questions/8763052/why-do-i-get-a-conflicting-types-for-getline-error-when-compiling-the-longest,c
Is this ternary conditional ?: correct (Objective) C syntax?,objective-c c ternary-operator conditional-operator,1/6/12 10:56,user945620,31,https://stackoverflow.com/questions/8760561/is-this-ternary-conditional-correct-objective-c-syntax,c
MVC implemented in pure C,c model-view-controller design-patterns,2/19/12 20:08,Gordon Potter,31,https://stackoverflow.com/questions/9355021/mvc-implemented-in-pure-c,c
How to write endian agnostic C/C++ code?,c++ c endianness,12/21/12 12:36,d33tah,31,https://stackoverflow.com/questions/13994674/how-to-write-endian-agnostic-c-c-code,c
How to compile and run C program on Mac OS X,c,12/14/12 19:00,JT9,31,https://stackoverflow.com/questions/13887947/how-to-compile-and-run-c-program-on-mac-os-x,c
printf not printing on console,c eclipse gcc printf scanf,10/23/12 12:26,Mr T.,31,https://stackoverflow.com/questions/13035075/printf-not-printing-on-console,c
C preprocessor: expand macro in a #warning,c gcc c-preprocessor,9/28/12 5:35,elomage,31,https://stackoverflow.com/questions/12637392/c-preprocessor-expand-macro-in-a-warning,c
What is the use of a constant union object?,c++ c const unions,8/10/12 4:08,cirronimbo,31,https://stackoverflow.com/questions/11897727/what-is-the-use-of-a-constant-union-object,c
"Android: Java, C or C++?",java android c++ c,1/17/12 15:43,Evgeni Reznik,31,https://stackoverflow.com/questions/8901488/android-java-c-or-c,c
Where does the value of CXX in a makefile come from?,c++ c makefile,7/9/12 8:05,Ananke Leda,31,https://stackoverflow.com/questions/11394659/where-does-the-value-of-cxx-in-a-makefile-come-from,c
Cross compiling GCC with newlib for ARM: how to specify GCC options like -march?,android c macos gcc arm,5/30/12 0:30,Synthetix,31,https://stackoverflow.com/questions/10810008/cross-compiling-gcc-with-newlib-for-arm-how-to-specify-gcc-options-like-march,c
Meaning of complex C syntax,c++ c pointers,3/22/12 2:58,user1285201,30,https://stackoverflow.com/questions/9817734/meaning-of-complex-c-syntax,c
segmentation fault : 11,c segmentation-fault,10/6/12 15:09,Ariaramnes,30,https://stackoverflow.com/questions/12762944/segmentation-fault-11,c
Call a function before main,c++ c startup main,6/5/12 8:45,Nick,30,https://stackoverflow.com/questions/10897552/call-a-function-before-main,c
Cannot find libcrypto in Ubuntu,c gcc ubuntu,12/10/12 19:50,Limavolt,30,https://stackoverflow.com/questions/13811889/cannot-find-libcrypto-in-ubuntu,c
"The real difference between ""int"" and ""unsigned int""",c,1/28/12 8:04,Fabricio,30,https://stackoverflow.com/questions/9045436/the-real-difference-between-int-and-unsigned-int,c
How to do encryption using AES in Openssl,c openssl aes,3/27/12 8:24,pkumarn,30,https://stackoverflow.com/questions/9889492/how-to-do-encryption-using-aes-in-openssl,c
How to create a typedef for function pointers,c function-pointers typedef,6/14/12 13:38,SetSlapShot,30,https://stackoverflow.com/questions/11038430/how-to-create-a-typedef-for-function-pointers,c
Size of stack and heap memory,c memory-management stack heap,10/2/12 4:56,Vivek Maran,30,https://stackoverflow.com/questions/12687274/size-of-stack-and-heap-memory,c
Double precision - decimal places,c++ c precision ieee-754,4/3/12 14:31,nf313743,30,https://stackoverflow.com/questions/9999221/double-precision-decimal-places,c
"How to use __DATE__ and __TIME__ predefined macros in as two integers, then stringify?",c macros predefined-macro,7/27/12 22:40,Rick2047,30,https://stackoverflow.com/questions/11697820/how-to-use-date-and-time-predefined-macros-in-as-two-integers-then-stri,c
Does a LibC os exist?,c++ c operating-system embedded osdev,10/25/12 2:45,user34537,30,https://stackoverflow.com/questions/13063055/does-a-libc-os-exist,c
Warning: array subscript has type char,c codeblocks,4/2/12 3:25,Rasmi Ranjan Nayak,30,https://stackoverflow.com/questions/9972359/warning-array-subscript-has-type-char,c
how to get doxygen to produce call & caller graphs for c functions,c doxygen,1/16/12 18:34,user501138,30,https://stackoverflow.com/questions/8887810/how-to-get-doxygen-to-produce-call-caller-graphs-for-c-functions,c
Append Char To String in C?,c string,4/23/12 7:33,ApprenticeHacker,30,https://stackoverflow.com/questions/10279718/append-char-to-string-in-c,c
Why do we need to specify the column size when passing a 2D array as a parameter?,c arrays parameters multidimensional-array parameter-passing,10/10/12 2:46,thelonelycoder,30,https://stackoverflow.com/questions/12813494/why-do-we-need-to-specify-the-column-size-when-passing-a-2d-array-as-a-parameter,c
C/C++ int[] vs int* (pointers vs. array notation). What is the difference?,c++ c arrays pointers standards,7/19/12 3:35,Alexander Reshytko,30,https://stackoverflow.com/questions/11555997/c-c-int-vs-int-pointers-vs-array-notation-what-is-the-difference,c
How to compile makefile using MinGW?,c compiler-construction makefile mingw,8/2/12 3:07,AAA,30,https://stackoverflow.com/questions/11772602/how-to-compile-makefile-using-mingw,c
int main() vs void main() in C,c int main void,2/20/12 0:19,madU,30,https://stackoverflow.com/questions/9356510/int-main-vs-void-main-in-c,c
Why is this C code faster than this C++ code ? getting biggest line in file,c++ c performance count lines,1/13/12 10:22,Alex,29,https://stackoverflow.com/questions/8852835/why-is-this-c-code-faster-than-this-c-code-getting-biggest-line-in-file,c
Fast computing of log2 for 64-bit integers,c 64bit bit-manipulation 32bit-64bit lookup,7/7/12 11:33,Desmond Hume,29,https://stackoverflow.com/questions/11376288/fast-computing-of-log2-for-64-bit-integers,c
Can anyone explain a simple description regarding 'file descriptor' after fork()?,c unix fork file-descriptor,7/31/12 1:11,user1559625,29,https://stackoverflow.com/questions/11733481/can-anyone-explain-a-simple-description-regarding-file-descriptor-after-fork,c
How to map the indexes of a matrix to a 1-dimensional array (C++)?,c++ c arrays matrix,12/23/12 18:35,Fernando Aires Castello,29,https://stackoverflow.com/questions/14015556/how-to-map-the-indexes-of-a-matrix-to-a-1-dimensional-array-c,c
What is the fastest way to calculate e to 2 trillion digits?,c performance arbitrary-precision,11/9/12 13:34,iblue,29,https://stackoverflow.com/questions/13313933/what-is-the-fastest-way-to-calculate-e-to-2-trillion-digits,c
How to draw text using only OpenGL methods?,c++ c opengl graphics,1/13/12 3:44,sathish v,29,https://stackoverflow.com/questions/8847899/how-to-draw-text-using-only-opengl-methods,c
Operation on ... may be undefined?,c,5/16/12 12:51,gbhall,29,https://stackoverflow.com/questions/10623114/operation-on-may-be-undefined,c
Ranges of floating point datatype in C?,c floating-point,4/11/12 10:32,ipkiss,29,https://stackoverflow.com/questions/10108053/ranges-of-floating-point-datatype-in-c,c
Can you bind() and connect() both ends of a UDP connection,c linux udp,3/16/12 12:57,Sean McAllister,29,https://stackoverflow.com/questions/9741392/can-you-bind-and-connect-both-ends-of-a-udp-connection,c
cstdio streams vs iostream streams?,c++ c stream iostream cstdio,3/11/12 5:16,Tony The Lion,29,https://stackoverflow.com/questions/9653751/cstdio-streams-vs-iostream-streams,c
Finding complete rectangles enclosing 0,c arrays algorithm math,7/12/12 2:36,Shruti Singh,29,https://stackoverflow.com/questions/11446223/finding-complete-rectangles-enclosing-0,c
How to write your own code generator backend for gcc?,c gcc compiler-construction,5/16/12 7:05,Mats Ekberg,29,https://stackoverflow.com/questions/10617215/how-to-write-your-own-code-generator-backend-for-gcc,c
What is the 'asmlinkage' modifier meant for?,c assembly linux-kernel,5/5/12 3:01,gjain,29,https://stackoverflow.com/questions/10459688/what-is-the-asmlinkage-modifier-meant-for,c
Why is the gcc math library so inefficient?,c performance gcc fortran archlinux,12/14/12 4:06,Benjamin Batistic,29,https://stackoverflow.com/questions/13875540/why-is-the-gcc-math-library-so-inefficient,c
How do I use custom assembler for clang?,c clang cross-compiling,12/24/12 17:01,JosephH,29,https://stackoverflow.com/questions/14026013/how-do-i-use-custom-assembler-for-clang,c
Using C Libraries for C++ Programs,c++ c robotics,8/22/12 0:23,aakashbhowmick,28,https://stackoverflow.com/questions/12066279/using-c-libraries-for-c-programs,c
How do we allocate a 2-D array using One malloc statement,c,1/5/12 4:30,Amit Singh Tomar,28,https://stackoverflow.com/questions/8740195/how-do-we-allocate-a-2-d-array-using-one-malloc-statement,c
How to make main thread wait for all child threads finish?,c multithreading,7/24/12 1:16,Alcott,28,https://stackoverflow.com/questions/11624545/how-to-make-main-thread-wait-for-all-child-threads-finish,c
difference between <stdlib.h> and <malloc.h>,c gcc malloc,10/19/12 7:29,none,28,https://stackoverflow.com/questions/12973311/difference-between-stdlib-h-and-malloc-h,c
How to check amount of data available for a socket in C and Linux,c linux sockets,12/26/12 19:02,Jimm,28,https://stackoverflow.com/questions/14047802/how-to-check-amount-of-data-available-for-a-socket-in-c-and-linux,c
typedef a struct before it's declared,c typedef,11/29/12 7:51,Need4Steed,28,https://stackoverflow.com/questions/13626246/typedef-a-struct-before-its-declared,c
I'm trying to understand getchar() != EOF,c eof getchar putchar,5/23/12 9:21,Paolo Bernasconi,28,https://stackoverflow.com/questions/10720821/im-trying-to-understand-getchar-eof,c
Keeping a global reference to the JNIEnv environment,c jni jnienv,9/14/12 4:08,weston,28,https://stackoverflow.com/questions/12420463/keeping-a-global-reference-to-the-jnienv-environment,c
Cast performance from size_t to double,c performance casting,5/15/12 3:49,Tim,28,https://stackoverflow.com/questions/10596350/cast-performance-from-size-t-to-double,c
